"time","occupancy"
"2017-03-02 13:34:01","6"
"2017-03-02 13:36:01","7"
"2017-03-02 13:38:01","7"
"2017-03-02 13:40:01","6"
"2017-03-02 13:42:01","5"
"2017-03-02 13:44:01","7"
"2017-03-02 13:46:01","4"
"2017-03-02 13:48:01","5"
"2017-03-02 13:50:01","4"
"2017-03-02 13:52:01","4"
"2017-03-02 13:54:01","6"
"2017-03-02 13:56:01","8"
"2017-03-02 13:58:01","5"
"2017-03-02 14:00:01","6"
"2017-03-02 14:02:01","5"
"2017-03-02 14:04:01","6"
"2017-03-02 14:06:01","8"
"2017-03-02 14:08:01","4"
"2017-03-02 14:10:01","4"
"2017-03-02 14:12:01","8"
"2017-03-02 14:14:01","6"
"2017-03-02 14:16:01","4"
"2017-03-02 14:18:01","6"
"2017-03-02 14:20:01","6"
"2017-03-02 14:22:01","8"
"2017-03-02 14:24:01","6"
"2017-03-02 14:26:01","7"
"2017-03-02 14:28:01","3"
"2017-03-02 14:30:01","9"
"2017-03-02 14:32:01","11"
"2017-03-02 14:34:01","9"
"2017-03-02 14:36:01","8"
"2017-03-02 14:38:01","8"
"2017-03-02 14:40:01","5"
"2017-03-02 14:42:01","6"
"2017-03-02 14:44:01","7"
"2017-03-02 14:46:01","5"
"2017-03-02 14:48:01","9"
"2017-03-02 14:50:01","6"
"2017-03-02 14:52:01","10"
"2017-03-02 14:54:01","6"
"2017-03-02 14:56:01","5"
"2017-03-02 14:58:01","7"
"2017-03-02 15:00:01","7"
"2017-03-02 15:02:01","5"
"2017-03-02 15:04:01","10"
"2017-03-02 15:06:01","11"
"2017-03-02 15:08:01","11"
"2017-03-02 15:10:01","7"
"2017-03-02 15:12:01","12"
"2017-03-02 15:14:01","6"
"2017-03-02 15:16:01","7"
"2017-03-02 15:18:01","9"
"2017-03-02 15:20:01","6"
"2017-03-02 15:22:01","7"
"2017-03-02 15:24:01","10"
"2017-03-02 15:26:01","4"
"2017-03-02 15:28:01","7"
"2017-03-02 15:30:01","8"
"2017-03-02 15:32:01","12"
"2017-03-02 15:34:01","8"
"2017-03-02 15:36:01","8"
"2017-03-02 15:38:01","9"
"2017-03-02 15:40:01","11"
"2017-03-02 15:42:01","9"
"2017-03-02 15:44:01","11"
"2017-03-02 15:46:01","12"
"2017-03-02 15:48:01","10"
"2017-03-02 15:50:01","10"
"2017-03-02 15:52:01","12"
"2017-03-02 15:54:01","11"
"2017-03-02 15:56:01","11"
"2017-03-02 15:58:01","9"
"2017-03-02 16:00:01","10"
"2017-03-02 16:02:01","9"
"2017-03-02 16:04:01","9"
"2017-03-02 16:06:01","8"
"2017-03-02 16:08:01","13"
"2017-03-02 16:10:01","12"
"2017-03-02 16:12:01","9"
"2017-03-02 16:14:01","9"
"2017-03-02 16:16:01","7"
"2017-03-02 16:18:01","10"
"2017-03-02 16:20:01","11"
"2017-03-02 16:22:01","10"
"2017-03-02 16:24:01","12"
"2017-03-02 16:26:01","10"
"2017-03-02 16:28:01","7"
"2017-03-02 16:30:01","12"
"2017-03-02 16:32:01","8"
"2017-03-02 16:34:01","8"
"2017-03-02 16:36:01","5"
"2017-03-02 16:38:01","7"
"2017-03-02 16:40:01","11"
"2017-03-02 16:42:01","10"
"2017-03-02 16:44:01","11"
"2017-03-02 16:46:01","11"
"2017-03-02 16:48:01","12"
"2017-03-02 16:50:01","7"
"2017-03-02 16:52:01","9"
"2017-03-02 16:54:01","9"
"2017-03-02 16:56:01","7"
"2017-03-02 16:58:01","14"
"2017-03-02 17:00:01","5"
"2017-03-02 17:02:01","6"
"2017-03-02 17:04:01","9"
"2017-03-02 17:06:01","9"
"2017-03-02 17:08:01","5"
"2017-03-02 17:10:01","8"
"2017-03-02 17:12:01","8"
"2017-03-02 17:14:01","6"
"2017-03-02 17:16:01","8"
"2017-03-02 17:18:01","11"
"2017-03-02 17:20:01","11"
"2017-03-02 17:22:01","10"
"2017-03-02 17:24:01","8"
"2017-03-02 17:26:01","7"
"2017-03-02 17:28:01","5"
"2017-03-02 17:30:01","6"
"2017-03-02 17:32:01","10"
"2017-03-02 17:34:01","7"
"2017-03-02 17:36:01","7"
"2017-03-02 17:38:01","15"
"2017-03-02 17:40:01","6"
"2017-03-02 17:42:01","9"
"2017-03-02 17:44:01","8"
"2017-03-02 17:46:01","3"
"2017-03-02 17:48:01","10"
"2017-03-02 17:50:01","8"
"2017-03-02 17:52:01","7"
"2017-03-02 17:54:01","8"
"2017-03-02 17:56:01","10"
"2017-03-02 17:58:01","8"
"2017-03-02 18:00:01","12"
"2017-03-02 18:02:01","13"
"2017-03-02 18:04:01","6"
"2017-03-02 18:06:01","9"
"2017-03-02 18:08:01","12"
"2017-03-02 18:10:01","11"
"2017-03-02 18:12:01","11"
"2017-03-02 18:14:01","10"
"2017-03-02 18:16:01","9"
"2017-03-02 18:18:01","6"
"2017-03-02 18:20:01","9"
"2017-03-02 18:22:01","3"
"2017-03-02 18:24:01","6"
"2017-03-02 18:26:01","5"
"2017-03-02 18:28:01","3"
"2017-03-02 18:30:01","6"
"2017-03-02 18:32:01","2"
"2017-03-02 18:34:01","2"
"2017-03-02 18:36:01","2"
"2017-03-02 18:38:01","1"
"2017-03-02 18:40:01","4"
"2017-03-02 18:42:01","7"
"2017-03-02 18:44:01","6"
"2017-03-02 18:46:01","8"
"2017-03-02 18:48:01","8"
"2017-03-02 18:50:01","6"
"2017-03-02 18:52:01","5"
"2017-03-02 18:54:01","7"
"2017-03-02 18:56:01","9"
"2017-03-02 18:58:01","8"
"2017-03-02 19:00:01","8"
"2017-03-02 19:02:01","4"
"2017-03-02 19:04:01","6"
"2017-03-02 19:06:01","8"
"2017-03-02 19:08:01","7"
"2017-03-02 19:10:01","6"
"2017-03-02 19:12:01","5"
"2017-03-02 19:14:01","5"
"2017-03-02 19:16:01","4"
"2017-03-02 19:18:01","6"
"2017-03-02 19:20:01","5"
"2017-03-02 19:22:01","5"
"2017-03-02 19:24:01","6"
"2017-03-02 19:26:01","5"
"2017-03-02 19:28:01","7"
"2017-03-02 19:30:01","3"
"2017-03-02 19:32:01","7"
"2017-03-02 19:34:01","3"
"2017-03-02 19:36:01","4"
"2017-03-02 19:38:01","2"
"2017-03-02 19:40:01","2"
"2017-03-02 19:42:01","4"
"2017-03-02 19:44:01","3"
"2017-03-02 19:46:01","5"
"2017-03-02 19:48:01","3"
"2017-03-02 19:50:01","2"
"2017-03-02 19:52:01","4"
"2017-03-02 19:54:01","10"
"2017-03-02 19:56:01","5"
"2017-03-02 19:58:01","7"
"2017-03-02 20:00:01","4"
"2017-03-02 20:02:01","5"
"2017-03-02 20:04:01","6"
"2017-03-02 20:06:01","7"
"2017-03-02 20:08:01","6"
"2017-03-02 20:10:01","5"
"2017-03-02 20:12:01","5"
"2017-03-02 20:14:01","5"
"2017-03-02 20:16:01","6"
"2017-03-02 20:18:01","4"
"2017-03-02 20:20:01","6"
"2017-03-02 20:22:01","5"
"2017-03-02 20:24:01","8"
"2017-03-02 20:26:01","5"
"2017-03-02 20:28:01","9"
"2017-03-02 20:30:01","10"
"2017-03-02 20:32:01","7"
"2017-03-02 20:34:01","5"
"2017-03-02 20:36:01","7"
"2017-03-02 20:38:01","4"
"2017-03-02 20:40:01","8"
"2017-03-02 20:42:01","5"
"2017-03-02 20:44:01","4"
"2017-03-02 20:46:01","4"
"2017-03-02 20:48:01","6"
"2017-03-02 20:50:01","8"
"2017-03-02 20:52:01","4"
"2017-03-02 20:54:01","3"
"2017-03-02 20:56:01","6"
"2017-03-02 20:58:01","3"
"2017-03-02 21:00:01","4"
"2017-03-02 21:02:01","5"
"2017-03-02 21:04:01","6"
"2017-03-02 21:06:01","5"
"2017-03-02 21:08:01","5"
"2017-03-02 21:10:01","5"
"2017-03-02 21:12:01","5"
"2017-03-02 21:14:01","5"
"2017-03-02 21:16:01","8"
"2017-03-02 21:18:01","7"
"2017-03-02 21:20:01","5"
"2017-03-02 21:22:01","4"
"2017-03-02 21:24:01","2"
"2017-03-02 21:26:01","5"
"2017-03-02 21:28:01","10"
"2017-03-02 21:30:01","12"
"2017-03-02 21:32:01","3"
"2017-03-02 21:34:01","4"
"2017-03-02 21:36:01","3"
"2017-03-02 21:38:01","3"
"2017-03-02 21:40:01","6"
"2017-03-02 21:42:01","3"
"2017-03-02 21:44:01","8"
"2017-03-02 21:46:01","10"
"2017-03-02 21:48:01","7"
"2017-03-02 21:50:01","8"
"2017-03-02 21:52:01","9"
"2017-03-02 21:54:01","7"
"2017-03-02 21:56:01","8"
"2017-03-02 21:58:01","5"
"2017-03-02 22:00:01","4"
"2017-03-02 22:02:01","7"
"2017-03-02 22:04:01","10"
"2017-03-02 22:06:01","7"
"2017-03-02 22:08:01","4"
"2017-03-02 22:10:01","2"
"2017-03-02 22:12:01","5"
"2017-03-02 22:14:01","3"
"2017-03-02 22:16:01","2"
"2017-03-02 22:18:01","4"
"2017-03-02 22:20:01","5"
"2017-03-02 22:22:01","9"
"2017-03-02 22:24:01","3"
"2017-03-02 22:26:01","8"
"2017-03-02 22:28:01","3"
"2017-03-02 22:30:01","4"
"2017-03-02 22:32:01","3"
"2017-03-02 22:34:01","2"
"2017-03-02 22:36:01","5"
"2017-03-02 22:38:01","6"
"2017-03-02 22:40:01","4"
"2017-03-02 22:42:01","4"
"2017-03-02 22:44:01","4"
"2017-03-02 22:46:01","4"
"2017-03-02 22:48:01","6"
"2017-03-02 22:50:01","3"
"2017-03-02 22:52:01","4"
"2017-03-02 22:54:01","6"
"2017-03-02 22:56:01","6"
"2017-03-02 22:58:01","3"
"2017-03-02 23:00:01","2"
"2017-03-02 23:02:01","3"
"2017-03-02 23:04:01","6"
"2017-03-02 23:06:01","2"
"2017-03-02 23:08:01","6"
"2017-03-02 23:10:01","3"
"2017-03-02 23:12:01","6"
"2017-03-02 23:14:01","7"
"2017-03-02 23:16:01","5"
"2017-03-02 23:18:01","5"
"2017-03-02 23:20:01","5"
"2017-03-02 23:22:01","7"
"2017-03-02 23:24:01","6"
"2017-03-02 23:26:01","6"
"2017-03-02 23:28:01","5"
"2017-03-02 23:30:01","5"
"2017-03-02 23:32:01","4"
"2017-03-02 23:34:01","4"
"2017-03-02 23:36:01","4"
"2017-03-02 23:38:01","4"
"2017-03-02 23:40:01","3"
"2017-03-02 23:42:01","2"
"2017-03-02 23:44:01","3"
"2017-03-02 23:46:01","4"
"2017-03-02 23:48:01","2"
"2017-03-02 23:50:01","2"
"2017-03-02 23:52:01","1"
"2017-03-02 23:54:01","3"
"2017-03-02 23:56:01","3"
"2017-03-02 23:58:01","5"
"2017-03-03 00:00:01","1"
"2017-03-03 00:02:01","2"
"2017-03-03 00:04:01","1"
"2017-03-03 00:06:01","2"
"2017-03-03 00:08:01","2"
"2017-03-03 00:10:01","2"
"2017-03-03 00:12:01","1"
"2017-03-03 00:14:01","2"
"2017-03-03 00:16:01","1"
"2017-03-03 00:18:01","2"
"2017-03-03 00:20:01","2"
"2017-03-03 00:22:01","1"
"2017-03-03 00:24:01","2"
"2017-03-03 00:26:01","5"
"2017-03-03 00:28:01","3"
"2017-03-03 00:30:01","3"
"2017-03-03 00:32:01","2"
"2017-03-03 00:36:01","2"
"2017-03-03 00:38:01","3"
"2017-03-03 00:40:01","2"
"2017-03-03 00:44:01","2"
"2017-03-03 00:46:01","3"
"2017-03-03 00:48:01","2"
"2017-03-03 00:50:01","1"
"2017-03-03 00:52:01","3"
"2017-03-03 00:54:01","1"
"2017-03-03 00:56:01","1"
"2017-03-03 00:58:01","1"
"2017-03-03 01:00:01","1"
"2017-03-03 01:02:01","3"
"2017-03-03 01:04:01","1"
"2017-03-03 01:06:01","2"
"2017-03-03 01:08:01","3"
"2017-03-03 01:10:01","3"
"2017-03-03 01:12:01","3"
"2017-03-03 01:14:01","1"
"2017-03-03 01:16:01","1"
"2017-03-03 01:18:01","2"
"2017-03-03 01:20:01","2"
"2017-03-03 01:22:01","2"
"2017-03-03 01:24:01","1"
"2017-03-03 01:26:01","2"
"2017-03-03 01:28:01","4"
"2017-03-03 01:30:01","2"
"2017-03-03 01:32:01","3"
"2017-03-03 01:34:01","2"
"2017-03-03 01:36:01","2"
"2017-03-03 01:38:01","3"
"2017-03-03 01:40:01","2"
"2017-03-03 01:42:01","2"
"2017-03-03 01:44:01","1"
"2017-03-03 01:46:01","2"
"2017-03-03 01:48:01","4"
"2017-03-03 01:50:01","5"
"2017-03-03 01:52:01","2"
"2017-03-03 01:54:01","3"
"2017-03-03 01:56:01","3"
"2017-03-03 01:58:01","2"
"2017-03-03 02:00:01","4"
"2017-03-03 02:02:01","2"
"2017-03-03 02:04:01","1"
"2017-03-03 02:06:01","2"
"2017-03-03 02:08:01","1"
"2017-03-03 02:10:01","3"
"2017-03-03 02:12:01","1"
"2017-03-03 02:14:01","1"
"2017-03-03 02:16:01","1"
"2017-03-03 02:18:01","2"
"2017-03-03 02:20:01","2"
"2017-03-03 02:22:01","1"
"2017-03-03 02:24:01","4"
"2017-03-03 02:26:01","2"
"2017-03-03 02:28:01","2"
"2017-03-03 02:30:01","6"
"2017-03-03 02:32:01","4"
"2017-03-03 02:34:01","3"
"2017-03-03 02:40:01","1"
"2017-03-03 02:44:01","2"
"2017-03-03 02:46:01","2"
"2017-03-03 02:48:01","2"
"2017-03-03 02:50:01","2"
"2017-03-03 02:52:01","1"
"2017-03-03 02:56:01","1"
"2017-03-03 03:02:01","3"
"2017-03-03 03:04:01","2"
"2017-03-03 03:06:01","1"
"2017-03-03 03:08:01","1"
"2017-03-03 03:12:01","1"
"2017-03-03 03:18:01","1"
"2017-03-03 03:20:01","1"
"2017-03-03 03:22:01","1"
"2017-03-03 03:24:01","1"
"2017-03-03 03:26:01","1"
"2017-03-03 03:28:01","1"
"2017-03-03 03:32:01","1"
"2017-03-03 03:34:01","1"
"2017-03-03 03:42:01","1"
"2017-03-03 04:02:01","1"
"2017-03-03 04:04:01","1"
"2017-03-03 04:06:01","1"
"2017-03-03 04:08:01","1"
"2017-03-03 04:10:01","1"
"2017-03-03 04:12:01","1"
"2017-03-03 04:14:01","1"
"2017-03-03 04:16:01","1"
"2017-03-03 04:18:01","1"
"2017-03-03 04:28:01","1"
"2017-03-03 04:32:01","2"
"2017-03-03 04:36:01","2"
"2017-03-03 04:38:01","2"
"2017-03-03 04:42:01","1"
"2017-03-03 04:44:01","2"
"2017-03-03 04:46:01","1"
"2017-03-03 04:52:01","1"
"2017-03-03 04:54:01","1"
"2017-03-03 04:56:01","2"
"2017-03-03 04:58:01","1"
"2017-03-03 05:02:01","1"
"2017-03-03 05:04:01","1"
"2017-03-03 05:08:01","2"
"2017-03-03 05:12:01","1"
"2017-03-03 05:14:01","1"
"2017-03-03 05:16:01","1"
"2017-03-03 05:18:01","2"
"2017-03-03 05:22:01","1"
"2017-03-03 05:24:01","1"
"2017-03-03 05:26:01","2"
"2017-03-03 05:28:01","2"
"2017-03-03 06:06:01","1"
"2017-03-03 06:16:01","2"
"2017-03-03 06:24:01","1"
"2017-03-03 06:32:01","1"
"2017-03-03 06:34:01","1"
"2017-03-03 06:38:01","1"
"2017-03-03 06:40:01","1"
"2017-03-03 06:42:01","1"
"2017-03-03 07:08:01","1"
"2017-03-03 07:10:01","1"
"2017-03-03 07:14:01","1"
"2017-03-03 07:18:01","1"
"2017-03-03 07:24:01","1"
"2017-03-03 07:26:01","1"
"2017-03-03 07:28:01","2"
"2017-03-03 07:30:01","2"
"2017-03-03 07:32:01","2"
"2017-03-03 07:34:01","2"
"2017-03-03 07:36:01","3"
"2017-03-03 07:38:01","3"
"2017-03-03 07:40:01","1"
"2017-03-03 07:42:01","1"
"2017-03-03 07:44:01","1"
"2017-03-03 07:46:01","1"
"2017-03-03 07:48:01","1"
"2017-03-03 07:50:01","1"
"2017-03-03 07:52:01","2"
"2017-03-03 07:54:01","1"
"2017-03-03 07:56:01","1"
"2017-03-03 07:58:01","1"
"2017-03-03 08:00:01","1"
"2017-03-03 08:02:01","2"
"2017-03-03 08:04:01","1"
"2017-03-03 08:14:01","1"
"2017-03-03 08:20:01","1"
"2017-03-03 08:22:01","1"
"2017-03-03 08:42:01","1"
"2017-03-03 08:46:01","2"
"2017-03-03 08:48:01","3"
"2017-03-03 08:50:01","1"
"2017-03-03 08:56:01","1"
"2017-03-03 09:00:01","2"
"2017-03-03 09:02:01","1"
"2017-03-03 09:06:01","3"
"2017-03-03 09:14:01","1"
"2017-03-03 09:16:01","2"
"2017-03-03 09:28:01","1"
"2017-03-03 09:32:01","1"
"2017-03-03 09:34:01","1"
"2017-03-03 09:36:01","2"
"2017-03-03 09:38:01","2"
"2017-03-03 09:40:01","2"
"2017-03-03 09:42:01","2"
"2017-03-03 09:44:01","2"
"2017-03-03 09:46:01","3"
"2017-03-03 09:48:01","4"
"2017-03-03 09:50:01","3"
"2017-03-03 09:52:01","1"
"2017-03-03 09:54:01","2"
"2017-03-03 09:56:01","3"
"2017-03-03 09:58:01","4"
"2017-03-03 10:00:01","5"
"2017-03-03 10:02:01","6"
"2017-03-03 10:04:01","3"
"2017-03-03 10:06:01","3"
"2017-03-03 10:08:01","4"
"2017-03-03 10:10:01","2"
"2017-03-03 10:12:01","2"
"2017-03-03 10:14:01","4"
"2017-03-03 10:16:01","4"
"2017-03-03 10:18:01","1"
"2017-03-03 10:20:01","1"
"2017-03-03 10:22:01","4"
"2017-03-03 10:24:01","4"
"2017-03-03 10:26:01","3"
"2017-03-03 10:28:01","3"
"2017-03-03 10:30:01","3"
"2017-03-03 10:32:01","1"
"2017-03-03 10:34:01","2"
"2017-03-03 10:36:01","3"
"2017-03-03 10:38:01","2"
"2017-03-03 10:40:01","2"
"2017-03-03 10:42:01","3"
"2017-03-03 10:44:01","5"
"2017-03-03 10:46:01","3"
"2017-03-03 10:48:01","5"
"2017-03-03 10:50:01","3"
"2017-03-03 10:52:01","4"
"2017-03-03 10:54:01","5"
"2017-03-03 10:56:01","2"
"2017-03-03 10:58:01","2"
"2017-03-03 11:00:01","3"
"2017-03-03 11:02:01","6"
"2017-03-03 11:04:01","6"
"2017-03-03 11:06:01","3"
"2017-03-03 11:08:01","4"
"2017-03-03 11:10:01","5"
"2017-03-03 11:12:01","6"
"2017-03-03 11:14:01","2"
"2017-03-03 11:16:01","6"
"2017-03-03 11:18:01","5"
"2017-03-03 11:20:01","4"
"2017-03-03 11:22:01","8"
"2017-03-03 11:24:01","6"
"2017-03-03 11:26:01","5"
"2017-03-03 11:28:01","5"
"2017-03-03 11:30:01","3"
"2017-03-03 11:32:01","5"
"2017-03-03 11:34:01","5"
"2017-03-03 11:36:01","3"
"2017-03-03 11:38:01","3"
"2017-03-03 11:40:01","3"
"2017-03-03 11:42:01","3"
"2017-03-03 11:44:01","1"
"2017-03-03 11:46:01","5"
"2017-03-03 11:48:01","1"
"2017-03-03 11:50:01","1"
"2017-03-03 11:52:01","4"
"2017-03-03 11:54:01","3"
"2017-03-03 11:56:01","1"
"2017-03-03 11:58:01","1"
"2017-03-03 12:00:01","3"
"2017-03-03 12:02:01","2"
"2017-03-03 12:04:01","5"
"2017-03-03 12:06:01","3"
"2017-03-03 12:08:01","4"
"2017-03-03 12:10:01","3"
"2017-03-03 12:12:01","2"
"2017-03-03 12:14:01","4"
"2017-03-03 12:16:01","3"
"2017-03-03 12:18:01","3"
"2017-03-03 12:20:01","3"
"2017-03-03 12:22:01","3"
"2017-03-03 12:24:01","7"
"2017-03-03 12:26:01","5"
"2017-03-03 12:28:01","2"
"2017-03-03 12:30:01","3"
"2017-03-03 12:32:01","2"
"2017-03-03 12:34:01","4"
"2017-03-03 12:36:01","6"
"2017-03-03 12:38:01","4"
"2017-03-03 12:40:01","4"
"2017-03-03 12:42:01","4"
"2017-03-03 12:44:01","3"
"2017-03-03 12:46:01","2"
"2017-03-03 12:48:01","5"
"2017-03-03 12:50:01","1"
"2017-03-03 12:52:01","4"
"2017-03-03 12:54:01","2"
"2017-03-03 12:56:01","2"
"2017-03-03 12:58:01","3"
"2017-03-03 13:00:01","4"
"2017-03-03 13:02:01","4"
"2017-03-03 13:04:01","4"
"2017-03-03 13:06:01","7"
"2017-03-03 13:08:01","4"
"2017-03-03 13:10:01","3"
"2017-03-03 13:12:01","4"
"2017-03-03 13:14:01","4"
"2017-03-03 13:16:01","3"
"2017-03-03 13:18:01","6"
"2017-03-03 13:20:01","5"
"2017-03-03 13:22:01","7"
"2017-03-03 13:24:01","6"
"2017-03-03 13:26:01","7"
"2017-03-03 13:28:01","7"
"2017-03-03 13:30:01","9"
"2017-03-03 13:32:01","6"
"2017-03-03 13:34:01","7"
"2017-03-03 13:36:01","8"
"2017-03-03 13:38:01","4"
"2017-03-03 13:40:01","5"
"2017-03-03 13:42:01","3"
"2017-03-03 13:44:01","6"
"2017-03-03 13:46:01","5"
"2017-03-03 13:48:01","8"
"2017-03-03 13:50:01","3"
"2017-03-03 13:52:01","4"
"2017-03-03 13:54:01","7"
"2017-03-03 13:56:01","6"
"2017-03-03 13:58:01","4"
"2017-03-03 14:00:01","6"
"2017-03-03 14:02:01","8"
"2017-03-03 14:04:01","8"
"2017-03-03 14:06:01","8"
"2017-03-03 14:08:01","8"
"2017-03-03 14:10:01","10"
"2017-03-03 14:12:01","8"
"2017-03-03 14:14:01","7"
"2017-03-03 14:16:01","9"
"2017-03-03 14:18:01","4"
"2017-03-03 14:20:01","14"
"2017-03-03 14:22:01","8"
"2017-03-03 14:24:01","8"
"2017-03-03 14:26:01","10"
"2017-03-03 14:28:01","9"
"2017-03-03 14:30:01","7"
"2017-03-03 14:32:01","5"
"2017-03-03 14:34:01","6"
"2017-03-03 14:36:01","10"
"2017-03-03 14:38:01","8"
"2017-03-03 14:40:01","11"
"2017-03-03 14:42:01","10"
"2017-03-03 14:44:01","5"
"2017-03-03 14:46:01","10"
"2017-03-03 14:48:01","10"
"2017-03-03 14:50:01","9"
"2017-03-03 14:52:01","11"
"2017-03-03 14:54:01","11"
"2017-03-03 14:56:01","13"
"2017-03-03 14:58:01","15"
"2017-03-03 15:00:01","7"
"2017-03-03 15:02:01","10"
"2017-03-03 15:04:01","7"
"2017-03-03 15:06:01","9"
"2017-03-03 15:08:01","13"
"2017-03-03 15:10:01","7"
"2017-03-03 15:12:01","11"
"2017-03-03 15:14:01","9"
"2017-03-03 15:16:01","3"
"2017-03-03 15:18:01","14"
"2017-03-03 15:20:01","12"
"2017-03-03 15:22:01","8"
"2017-03-03 15:24:01","11"
"2017-03-03 15:26:01","8"
"2017-03-03 15:28:01","8"
"2017-03-03 15:30:01","13"
"2017-03-03 15:32:01","11"
"2017-03-03 15:34:01","11"
"2017-03-03 15:36:01","9"
"2017-03-03 15:38:01","12"
"2017-03-03 15:40:01","10"
"2017-03-03 15:42:01","8"
"2017-03-03 15:44:01","7"
"2017-03-03 15:46:01","7"
"2017-03-03 15:48:01","6"
"2017-03-03 15:50:01","9"
"2017-03-03 15:52:01","10"
"2017-03-03 15:54:01","14"
"2017-03-03 15:56:01","16"
"2017-03-03 15:58:01","11"
"2017-03-03 16:00:01","10"
"2017-03-03 16:02:01","8"
"2017-03-03 16:04:01","5"
"2017-03-03 16:06:01","11"
"2017-03-03 16:08:01","11"
"2017-03-03 16:10:01","11"
"2017-03-03 16:12:01","10"
"2017-03-03 16:14:01","12"
"2017-03-03 16:16:01","10"
"2017-03-03 16:18:01","10"
"2017-03-03 16:20:01","8"
"2017-03-03 16:22:01","10"
"2017-03-03 16:24:01","10"
"2017-03-03 16:26:01","13"
"2017-03-03 16:28:01","11"
"2017-03-03 16:30:01","10"
"2017-03-03 16:32:01","11"
"2017-03-03 16:34:01","13"
"2017-03-03 16:36:01","9"
"2017-03-03 16:38:01","11"
"2017-03-03 16:40:01","8"
"2017-03-03 16:42:01","7"
"2017-03-03 16:44:01","9"
"2017-03-03 16:46:01","11"
"2017-03-03 16:48:01","13"
"2017-03-03 16:50:01","9"
"2017-03-03 16:52:01","12"
"2017-03-03 16:54:01","10"
"2017-03-03 16:56:01","13"
"2017-03-03 16:58:01","15"
"2017-03-03 17:00:01","13"
"2017-03-03 17:02:01","14"
"2017-03-03 17:04:01","10"
"2017-03-03 17:06:01","15"
"2017-03-03 17:08:01","10"
"2017-03-03 17:10:01","10"
"2017-03-03 17:12:01","9"
"2017-03-03 17:14:01","6"
"2017-03-03 17:16:01","7"
"2017-03-03 17:18:01","6"
"2017-03-03 17:20:01","9"
"2017-03-03 17:22:01","6"
"2017-03-03 17:24:01","8"
"2017-03-03 17:26:01","8"
"2017-03-03 17:28:01","6"
"2017-03-03 17:30:01","11"
"2017-03-03 17:32:01","10"
"2017-03-03 17:34:01","12"
"2017-03-03 17:36:01","14"
"2017-03-03 17:38:01","10"
"2017-03-03 17:40:01","10"
"2017-03-03 17:42:01","11"
"2017-03-03 17:44:01","9"
"2017-03-03 17:46:01","11"
"2017-03-03 17:48:01","15"
"2017-03-03 17:50:01","8"
"2017-03-03 17:52:01","10"
"2017-03-03 17:54:01","11"
"2017-03-03 17:56:01","14"
"2017-03-03 17:58:01","9"
"2017-03-03 18:00:01","11"
"2017-03-03 18:02:01","16"
"2017-03-03 18:04:01","14"
"2017-03-03 18:06:01","12"
"2017-03-03 18:08:01","9"
"2017-03-03 18:10:01","6"
"2017-03-03 18:12:01","13"
"2017-03-03 18:14:01","13"
"2017-03-03 18:16:01","8"
"2017-03-03 18:18:01","7"
"2017-03-03 18:20:01","8"
"2017-03-03 18:22:01","11"
"2017-03-03 18:24:01","12"
"2017-03-03 18:26:01","13"
"2017-03-03 18:28:01","11"
"2017-03-03 18:30:01","10"
"2017-03-03 18:32:01","12"
"2017-03-03 18:34:01","11"
"2017-03-03 18:36:01","10"
"2017-03-03 18:38:01","6"
"2017-03-03 18:40:01","6"
"2017-03-03 18:42:01","5"
"2017-03-03 18:44:01","8"
"2017-03-03 18:46:01","8"
"2017-03-03 18:48:01","7"
"2017-03-03 18:50:01","8"
"2017-03-03 18:52:01","9"
"2017-03-03 18:54:01","6"
"2017-03-03 18:56:01","7"
"2017-03-03 18:58:01","6"
"2017-03-03 19:00:01","5"
"2017-03-03 19:02:01","6"
"2017-03-03 19:04:01","5"
"2017-03-03 19:06:01","6"
"2017-03-03 19:08:01","6"
"2017-03-03 19:10:01","5"
"2017-03-03 19:12:01","5"
"2017-03-03 19:14:01","5"
"2017-03-03 19:16:01","9"
"2017-03-03 19:18:01","4"
"2017-03-03 19:20:01","5"
"2017-03-03 19:22:01","7"
"2017-03-03 19:24:01","8"
"2017-03-03 19:26:01","7"
"2017-03-03 19:28:01","3"
"2017-03-03 19:30:01","2"
